"Intensity"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"LFQ intensity QC02_210326"	"LFQ intensity QC02_210331"	"LFQ intensity QC02_210402"	"LFQ intensity QC02_210406"	"LFQ intensity QC02_210410"	"LFQ intensity QC02_210411"	"Identification type QC02_210326"	"Identification type QC02_210331"	"Identification type QC02_210402"	"Identification type QC02_210406"	"Identification type QC02_210410"	"Identification type QC02_210411"	"Protein IDs"	"Peptides"	"Peptides QC02_210326"	"Peptides QC02_210331"	"Peptides QC02_210402"	"Peptides QC02_210406"	"Peptides QC02_210410"	"Peptides QC02_210411"	"Reverse"	"Only identified by site"	"Potential contaminant"	"Sequence coverage [%]"	"Sequence length"
19982000	2465100	1523600	1960600	8169700	0	5863300	0	0	0	0	0	0	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"P13716"	3	1	1	2	1	0	1	NA	NA	NA	11.8	330
18455000	2607800	3555100	1945000	5616000	0	4731500	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q9HCE5"	1	1	1	1	1	0	1	NA	NA	NA	4.8	456
1456600000	157340000	189150000	134880000	357190000	274190000	343870000	48709000	48690000	51580000	52290000	45436000	53741000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P50502;Q8IZP2;Q8NFI4"	9	8	8	8	8	8	8	NA	NA	NA	32	369
14534000	0	0	1694400	3796500	5381700	3661700	0	0	0	0	0	0	NA	NA	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"O00291"	1	0	0	1	1	1	1	NA	NA	NA	2.8	1037
967420000	133820000	102650000	99694000	228290000	161780000	241190000	17967000	16448000	18076000	19427000	15447000	19200000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UG63"	18	16	12	14	13	17	16	NA	NA	NA	31.3	623
112220000	12071000	0	14425000	26760000	34213000	24746000	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9C0D9"	1	1	0	1	1	1	1	NA	NA	NA	4	397
1.1932e+10	1439800000	1646900000	1.085e+09	2899200000	1984500000	2876100000	378300000	357710000	353600000	378290000	306870000	368870000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P61247"	14	13	12	14	13	12	13	NA	NA	NA	47.7	264
2957500000	322940000	277270000	324640000	704870000	644940000	682860000	77067000	77780000	80464000	82406000	93678000	84553000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99460"	32	27	25	28	28	27	27	NA	NA	NA	46.4	953
115190000	12855000	10010000	7636200	36685000	24384000	23623000	3161900	3543600	3044300	4049700	3184700	3316200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5VTR2"	12	6	5	4	10	7	7	NA	NA	NA	15.6	975
2736300	0	578360	345870	0	0	1812000	0	0	0	0	0	0	NA	"By MS/MS"	"By MS/MS"	NA	NA	"By MS/MS"	"O00255"	1	0	1	1	0	0	1	NA	NA	NA	2.4	615
344630000	44955000	29317000	35462000	74280000	85940000	74672000	26719000	25974000	25885000	22820000	30603000	23633000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14011"	4	4	3	3	3	4	4	NA	NA	NA	33.1	172
236550000	31136000	25661000	32843000	65410000	38358000	43140000	5214600	4347300	5832900	4687300	5448300	4549800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q641Q2;Q9Y4E1"	21	14	12	15	16	9	12	NA	NA	NA	27.7	1341
1.382e+10	1428500000	1897200000	1315600000	3421200000	2592500000	3164700000	319790000	332210000	314490000	358420000	317280000	375370000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P25398"	8	8	8	8	7	8	8	NA	NA	NA	70.5	132
5402100000	552780000	631050000	499170000	1324900000	1165400000	1228700000	194840000	191790000	201790000	227990000	219180000	231790000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15366"	12	11	11	11	12	12	12	NA	NA	NA	52.1	365
29305000	5090200	1079300	3028600	11844000	1757600	6505300	3058800	0	0	4145600	0	2750500	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y478"	3	3	1	2	3	2	2	NA	NA	NA	15.6	270
78510000	4398700	10927000	5652500	18389000	21136000	18007000	0	4417000	3892800	4187500	6103300	4254300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9GZT8"	8	3	3	3	5	5	4	NA	NA	NA	27.1	377
292360000	38162000	32405000	30143000	71451000	54043000	66154000	5643000	5206300	5955600	5908000	6146400	6036700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P35251"	15	14	12	13	13	9	13	NA	NA	NA	17.9	1148
928210000	94642000	155840000	80215000	217700000	164610000	215200000	21569000	22306000	23171000	23252000	23012000	23454000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"CON__P41361;P01008"	14	11	13	9	12	11	13	NA	NA	"+"	35.3	465
1676300000	179180000	186850000	162470000	390420000	407850000	349570000	38489000	38177000	40409000	38281000	59498000	38676000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P19623"	13	13	12	11	11	12	12	NA	NA	NA	69.5	302
986370000	110880000	139400000	100130000	213440000	185560000	236960000	26262000	28206000	29540000	29073000	23875000	27418000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q13596"	17	15	15	13	14	15	16	NA	NA	NA	38.1	522
335430000	39206000	34662000	24874000	82022000	59904000	94764000	7782300	6892900	7913800	7872400	7523100	7630000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15435"	14	11	9	8	11	7	13	NA	NA	NA	48.3	360
156230000	15469000	13094000	14901000	53210000	33241000	26312000	6660700	6521100	6664700	6963900	6093800	6955000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96EY8"	9	5	5	6	6	5	6	NA	NA	NA	52.8	250
234600000	20296000	36050000	22351000	42864000	77743000	35295000	10144000	12393000	11210000	12057000	11829000	9331700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q92542"	9	7	8	8	7	6	6	NA	NA	NA	17.3	709
18012000	0	0	0	9810100	4654400	3548000	0	0	0	0	0	0	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P69905"	6	4	4	4	5	5	5	NA	NA	NA	43	142
363100000	45595000	42951000	44686000	88417000	57390000	84063000	29483000	28010000	32755000	29475000	21022000	26977000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15287"	5	4	3	4	4	4	4	NA	NA	NA	22.6	305
68678000	3712400	9036000	5906100	19967000	14760000	15297000	2549900	2774000	3083500	3401000	2976000	3647600	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P16219"	7	4	5	3	5	5	5	NA	NA	NA	23.3	412
32579000	3579800	5026000	4616400	8351600	6693600	4311800	2457700	2688800	3617800	2690600	2682100	0	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"P30038"	2	2	2	2	2	2	1	NA	NA	NA	5.5	563
244670000	23528000	37233000	16957000	51558000	56545000	58853000	12011000	13587000	12893000	13734000	14280000	13719000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q13405"	5	4	5	3	4	4	5	NA	NA	NA	33.1	166
125400000	0	3897500	2765700	66392000	52343000	0	0	0	0	0	0	0	NA	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	NA	"REV__Q9BZF9"	1	0	1	1	1	1	0	"+"	NA	NA	0	1416
2258800000	280340000	301960000	236730000	534660000	365040000	540120000	82556000	92765000	76843000	74067000	62548000	85426000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P31942"	7	7	5	6	7	7	7	NA	NA	NA	26.3	346
541680000	64765000	83812000	65611000	65176000	130780000	131540000	43613000	41078000	44688000	41504000	42829000	42885000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P26885"	4	3	3	4	4	3	4	NA	NA	NA	45.8	142
5306200000	593800000	674470000	518380000	1262400000	992140000	1.265e+09	87543000	83810000	91558000	92145000	82282000	95763000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9P258"	18	17	17	18	17	18	18	NA	NA	NA	47.9	522
24410000	3019900	7853700	2020800	3278900	3480800	4755500	2671600	2895900	2049800	1435000	1832700	2057700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96EH3"	2	1	2	1	1	1	1	NA	NA	NA	12	234
1004100000	140170000	27943000	136760000	321640000	81742000	295820000	87254000	84632000	98509000	110180000	91191000	87881000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q70UQ0"	8	7	4	6	7	6	6	NA	NA	NA	21.4	350
30304000	3165600	2518600	0	7031600	11050000	6538000	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P11169;Q8TDB8"	2	2	1	1	2	2	2	NA	NA	NA	4.8	496
89425000	14457000	13972000	6026000	31207000	0	23763000	5409900	5502600	5234600	6028600	0	5570700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q15291"	7	5	4	3	5	0	4	NA	NA	NA	26.8	538
14432000	6323600	0	7266600	0	841940	0	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	NA	"By matching"	NA	"REV__Q8TDW5"	1	1	0	1	0	1	0	"+"	"+"	NA	0	730
317340000	45416000	36065000	30701000	92504000	45136000	67517000	6540600	6501100	6998700	6857600	5236700	6535900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O15226"	16	14	9	12	14	10	12	NA	NA	NA	28.1	690
1194100000	138390000	138350000	118100000	276820000	242980000	279440000	18941000	18737000	20252000	21801000	27201000	21545000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O60701"	21	17	15	15	16	16	17	NA	NA	NA	60.3	494
73716000	4081000	12378000	6323500	24863000	8940800	17130000	3652400	4202700	3569600	4379200	3766700	3623100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UBV2"	5	2	4	3	5	3	5	NA	NA	NA	10.2	794
2116300000	253670000	262990000	175140000	542640000	366040000	515840000	41336000	39159000	42572000	43432000	36280000	42403000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BZZ5"	20	17	18	15	17	15	19	NA	NA	NA	44.1	524
38405000	5991300	8222900	6128600	8409300	5016500	4636400	2501300	2594200	2712200	2239900	2101500	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NV70"	5	4	4	4	3	2	3	NA	NA	NA	7.2	894
12006000	1017800	2336600	715550	4412500	2298400	1225600	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q6NW34"	4	2	1	1	2	3	2	NA	NA	NA	7.9	567
277580000	28030000	30796000	24109000	78066000	48689000	67893000	6885500	7279900	8114700	8138800	7622400	7860800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q06787"	15	14	10	12	12	12	13	NA	NA	NA	31.2	632
654010000	82756000	49381000	70632000	205200000	82117000	163920000	17872000	13629000	19604000	18833000	15398000	17550000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9GZZ1"	10	9	6	8	8	8	8	NA	NA	NA	56.8	169
281780000	31311000	50771000	39607000	59682000	37201000	63207000	11861000	14626000	14781000	11804000	10099000	13850000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O95299"	10	6	7	6	6	5	6	NA	NA	NA	31.3	355
129920000	11598000	12147000	8655900	35066000	32797000	29655000	5010900	4422900	4029600	5661400	6967500	4874700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q7Z4H8"	9	5	5	5	7	5	7	NA	NA	NA	26.2	507
228920000	23226000	33423000	14631000	50023000	55741000	51879000	8348300	9251100	8433700	8585700	8710400	9161400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q05048"	11	7	6	5	7	8	9	NA	NA	NA	40.8	431
8174400	0	969500	1011600	2612700	1680200	1900400	0	0	0	0	0	0	NA	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q93015"	1	0	1	1	1	1	1	NA	NA	NA	3.8	286
884680000	130960000	139760000	91498000	213840000	109580000	199050000	37123000	32369000	40106000	35276000	31446000	39593000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P55809;Q9BYC2"	13	11	13	10	10	11	9	NA	NA	NA	35.4	520
254680000	30340000	36135000	25868000	46332000	62168000	53841000	8071200	7878900	7792800	7048700	10730000	7435500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96BN8"	9	8	8	8	7	8	8	NA	NA	NA	35.2	352
38842000	4220600	6861900	4174200	8644400	4675500	10265000	2807600	0	0	2573400	0	1959800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BX95"	5	3	3	3	2	2	4	NA	NA	NA	12.5	441
539660000	65545000	83462000	58780000	117310000	103640000	110930000	44374000	44355000	53049000	47920000	55069000	49286000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O00483"	4	3	4	2	2	2	3	NA	NA	NA	46.9	81
1479700000	165860000	188460000	160050000	371080000	236360000	357930000	58988000	55178000	66366000	63078000	58866000	65543000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P18085"	9	9	8	8	9	9	9	NA	NA	NA	63.3	180
15760000	2082600	3281400	1661300	3051100	3251300	2432600	1470700	2209000	1395800	0	0	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"Q96QD5"	2	2	2	2	1	1	1	NA	NA	NA	3.3	511
38597000	4285000	8629100	4514800	10462000	2365600	8340000	3215300	4332700	3031100	3094600	0	2567700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NUL7"	3	3	2	3	3	1	3	NA	NA	NA	10.7	540
170630000	21072000	25896000	20452000	28128000	43413000	31670000	8641300	10675000	9528000	8351200	8585800	8047900	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P51809"	7	5	6	6	5	6	5	NA	NA	NA	32.3	220
7910500000	939780000	1047500000	761630000	1.884e+09	1.4e+09	1877600000	178890000	183630000	181620000	188910000	170980000	192490000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P14866"	17	16	16	14	15	17	16	NA	NA	NA	45.3	589
17262000	916050	0	1102400	3705600	4587000	6951200	0	0	0	0	1898000	2435200	"By matching"	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"Q9UPN6"	5	3	1	2	3	4	5	NA	NA	NA	4	1271
22546000	3427500	0	4337100	6501000	0	8280000	0	0	0	0	0	0	"By matching"	NA	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q9UJY1"	1	1	0	1	1	0	1	NA	NA	NA	5.1	196
639190000	103060000	89299000	65460000	157680000	66269000	157420000	24418000	21612000	23924000	20160000	19432000	22193000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BQA1"	8	8	6	6	7	4	7	NA	NA	NA	37.7	342
537340000	61560000	77962000	59762000	123030000	83862000	131160000	27046000	27184000	31171000	27668000	22223000	29177000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"O00193"	5	5	5	5	4	5	5	NA	NA	NA	33.3	183
1442500000	176850000	224500000	152140000	344280000	218640000	326110000	44049000	49172000	44534000	42829000	34053000	46676000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y383"	12	12	11	11	12	10	11	NA	NA	NA	33.4	392
33077000	5349700	7333900	3775800	7277400	0	9340300	2753300	3684000	0	0	0	3220700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"Q9P2B2"	5	3	3	2	1	0	2	NA	NA	NA	6.5	879
50840000	8486000	7400300	3368900	13746000	5584900	12254000	2817000	3082200	2932800	2751800	0	2702700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q6UX04"	4	4	3	2	3	3	3	NA	NA	NA	11.2	472
2626200000	268630000	233550000	256230000	639200000	629630000	598950000	74771000	67204000	84021000	78079000	117460000	76974000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P26368"	11	10	10	10	10	10	10	NA	NA	NA	42.3	475
361760000	36392000	45047000	28611000	85888000	88268000	77559000	4838400	5328800	5330000	6092900	8604600	5370700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14160"	27	17	17	14	19	19	19	NA	NA	NA	26.3	1630
2453300000	262930000	310820000	231570000	630610000	498180000	519190000	26251000	27211000	28038000	29600000	26617000	28896000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q01813"	25	20	20	19	19	22	22	NA	NA	NA	45.9	784
1347900000	1.59e+08	191320000	144130000	313420000	2.51e+08	289040000	29419000	29328000	31105000	31037000	27837000	31443000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9NVI7"	18	16	14	17	13	12	16	NA	NA	NA	33.8	634
27834000	1515900	5625700	2717100	8264400	3301500	6409500	0	3466500	2968200	3174600	0	3148400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P02533;CON__P02533;CON__A2A4G1;Q7Z3Y9;CON__Q7Z3Y9"	20	17	16	14	17	16	17	NA	NA	"+"	35.2	472
19504000	3436500	1774100	979800	2499100	5051800	5762600	2475100	0	0	0	2163300	2122800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q99807"	2	2	1	2	1	2	2	NA	NA	NA	8.3	217
263250000	30543000	28994000	23719000	64587000	47608000	67799000	8745100	7047000	9930600	8249400	8234900	8782800	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96KG9"	13	11	8	10	12	8	12	NA	NA	NA	24.5	808
2.7344e+10	3275100000	3786900000	2869200000	6.558e+09	4508800000	6346200000	249420000	249780000	259230000	243280000	206790000	257820000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P02545"	39	37	37	35	37	35	36	NA	NA	NA	57.2	664
46448000	6538400	5406900	4211300	12474000	5191200	12626000	2455700	2800600	2725300	2190500	2647100	2165000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q5VIR6"	6	5	3	4	5	2	6	NA	NA	NA	9	832
628430000	59802000	78903000	54279000	174090000	98649000	162700000	28336000	28567000	24969000	34320000	31634000	30082000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P15927"	8	6	5	7	6	7	8	NA	NA	NA	59.3	270
388790000	43155000	62172000	28183000	83292000	85170000	86822000	7142900	6620500	6573300	8303700	7360400	7012000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UI10"	17	13	14	10	11	13	13	NA	NA	NA	46.3	523
71781000	9428300	0	14850000	25252000	0	22252000	0	0	0	0	0	0	"By MS/MS"	NA	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	"REV__Q96NL6"	1	1	0	1	1	0	1	"+"	"+"	NA	0	688
335720000	46495000	46866000	28042000	87221000	42930000	84162000	6550800	7083600	6802800	7623400	7403000	7941300	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9P2R3"	23	18	14	13	15	10	17	NA	NA	NA	27.9	1169
8380100	0	8380100	0	0	0	0	0	0	0	0	0	0	NA	"By MS/MS"	NA	NA	NA	NA	"Q6ZW33"	1	0	1	0	0	0	0	NA	NA	NA	1	695
292570000	55368000	69489000	21825000	49384000	30395000	66107000	42260000	34202000	21837000	24271000	19931000	35631000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P60468"	3	3	3	3	3	3	3	NA	NA	NA	37.5	96
4153300000	438190000	527120000	410070000	951290000	895710000	930880000	121490000	127470000	125140000	137110000	162940000	136930000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P39748"	15	15	13	14	14	13	13	NA	NA	NA	48.4	380
2138900000	225080000	297310000	207480000	502330000	438270000	468420000	51165000	52887000	56610000	57486000	73006000	53839000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P14550"	19	18	17	17	16	14	18	NA	NA	NA	68.3	325
171330000	18626000	27166000	17851000	43515000	28684000	35489000	5830800	6938200	7326200	6444100	6790400	5092100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9Y376;Q9H9S4"	9	6	7	4	7	6	8	NA	NA	NA	27.6	341
27947000	2841800	5611600	4040400	8803000	5292800	1357400	0	3128600	3783900	0	2348000	0	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"Q9HC36"	3	2	2	2	2	2	1	NA	NA	NA	9	420
293080000	31703000	42430000	29278000	79906000	43657000	66104000	8500700	9276200	9003000	9016100	8603300	8549500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q7Z3B4"	13	8	9	9	9	7	9	NA	NA	NA	33.3	507
54014000	9122800	9762000	7290300	16170000	2062900	9606200	3157600	3028600	3211000	2890600	2465000	3040100	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q14527"	8	4	6	4	5	1	4	NA	NA	NA	11	1009
71308000	13441000	8765400	4702400	13604000	7360000	23435000	4314900	4626300	4672300	3811800	0	4412200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q96N67"	8	6	3	3	5	3	5	NA	NA	NA	5.7	2140
440320000	52044000	41333000	41135000	106150000	105990000	93661000	8741800	8288300	9537000	9407200	8030300	8173200	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P50851"	34	20	15	17	24	21	21	NA	NA	NA	17.3	2863
299960000	17793000	32009000	29354000	88042000	53555000	79211000	12185000	11840000	13122000	13558000	17646000	11947000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"P48506"	9	5	7	6	8	5	5	NA	NA	NA	18.4	637
35761000	3024500	4843700	4682300	10203000	5198100	7809100	0	2087400	2839300	2292400	2118900	2801700	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BX10"	4	2	3	3	3	2	2	NA	NA	NA	11.3	602
101270000	11739000	9782900	6463200	19435000	30459000	23396000	5448400	5213200	5312000	4347000	4283000	4862700	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9BUL9"	5	4	3	3	4	4	5	NA	NA	NA	53.8	199
1250800000	50846000	82865000	760410000	138810000	104730000	113110000	154630000	154840000	184190000	187120000	140360000	179810000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15075"	39	21	26	25	23	28	25	NA	NA	NA	33.1	1411
77451000	13954000	10368000	5998000	25008000	7145900	14978000	3567600	3412800	3412800	3473600	2143400	2968400	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q9UBB9"	9	6	5	3	6	3	6	NA	NA	NA	17.3	837
283650000	30501000	18219000	21907000	77717000	83727000	51581000	13319000	11036000	12012000	14539000	20421000	14502000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q00169"	7	7	5	5	7	5	6	NA	NA	NA	35.9	270
1297500000	164730000	160130000	141090000	297260000	219860000	314400000	27300000	25793000	29582000	27895000	20234000	27302000	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q15008"	16	15	14	14	15	15	16	NA	NA	NA	40.9	389
7072400	1260800	1351600	0	2451100	0	2008900	0	0	0	0	0	0	"By MS/MS"	"By MS/MS"	NA	"By MS/MS"	NA	"By matching"	"Q96HP4"	1	1	1	0	1	0	1	NA	NA	NA	3.8	312
201990000	20614000	28307000	19770000	48078000	41491000	43735000	5117900	4257300	5750800	5332100	4902000	5210500	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"Q10570"	15	9	11	8	11	13	11	NA	NA	NA	13.8	1443
